#,Filename,Category,DateHint,FoundInHTML,MsgID,GregDate,HijriDate,Duration,PossibleSeries,LessonNum,TitleHint,TextSnippet
122,AUD-20211215-WA0000.m4a,AUD-YYYYMMDD-WA,15/12/2021,YES,1907,15/12/2021,1443/05/10,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الخامس والأربعون - ٤٥ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب ماجاء فيمن لم يقنع بالحلف بالله 🔹باب قول ماشاء الله وشئت 🔹باب من سب الدهر فقد آذى الله 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٠ جمادى الأولى ١٤٤٣هـ 📲
123,AUD-20211229-WA0000.m4a,AUD-YYYYMMDD-WA,29/12/2021,YES,1928,29/12/2021,1443/05/24,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس السادس والأربعون - ٤٦ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹باب التسمي بقاضي القضاة 🔹باب احترام أسماء الله تعالى 🔹باب من هزل بشيء فيه ذكر الله أو القرآن أو الرسول 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٤ جمادى الأ
124,AUD-20220106-WA0001.m4a,AUD-YYYYMMDD-WA,06/01/2022,YES,1942,06/01/2022,1443/06/01,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس السابع والأربعون - ٤٧ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹 باب ما جاء في قول الله تعالى : ﴿ ولئن أذقناه رحمة منا من بعد ضراء مسته ... ﴾ 🔹باب ما جاء في قول الله تعالى : ﴿ فلما آتاهما صالحا جعلا له شركاء فيما آتاهما ... ﴾ 🔹باب في قول الله ت
125,AUD-20220112-WA0000.m4a,AUD-YYYYMMDD-WA,12/01/2022,YES,1953,12/01/2022,1443/06/08,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثامن والأربعون - ٤٨ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹 باب لا يقال السلام على الله 🔹 باب قول اللهم اغفر لي إن شئت 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٨ جمادى الآخرة ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 http
126,AUD-20220118-WA0006.m4a,AUD-YYYYMMDD-WA,18/01/2022,YES,1961,18/01/2022,1443/06/14,17:57,,,التعليقات المختصرة,🔸[ #التعليقات_المختصرة ] 🔸 ◈ الدرس الثاني عشر : [◈التعليقات المختصرة على أبواب كتاب التوحيد ٥٥/٤٩ ] 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 بتاريخ ❲١٤٤٣/٦/١٤هـ❳ 🎙للإستماع إلى الصوتية : https://a.top4top.io/m_2209mvvg61.m4a 00:00 ـ──━━━━◉ 17:57 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام
127,AUD-20220119-WA0003.m4a,AUD-YYYYMMDD-WA,19/01/2022,YES,1963,20/01/2022,1443/06/15,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس التاسع والأربعون - ٤٩ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹 باب لا يقول عبدي وأمتي 🔹 باب لا يرد من سأل بالله 🔹باب لا يسأل بوجه الله إلا الجنة 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٥ جمادى الآخرة ١٤٤٣هـ 📲 رابط ال
128,AUD-20220125-WA0000.m4a,AUD-YYYYMMDD-WA,25/01/2022,YES,1973,27/01/2022,1443/06/21,30:38,,,التعليقات المختصرة,🔸[ #التعليقات_المختصرة ] 🔸 ◈ الدرس الثالث عشر : [◈التعليقات المختصرة على أبواب كتاب التوحيد ٥٦ - ٥٧ - ٥٨ - ٥٩ ] 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 بتاريخ ❲١٤٤٣/٦/٢١هـ❳ 🎙للإستماع إلى الصوتية : https://a.top4top.io/m_221802p511.m4a 00:00 ـ──━━━━◉ 30:38 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة 
129,AUD-20220126-WA0000.m4a,AUD-YYYYMMDD-WA,26/01/2022,YES,1975,27/01/2022,1443/06/22,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الخمسون - ٥٠ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹 باب ما جاء في «لو» 🔹 باب النهي عن سبِّ الريح 🔹باب قول الله تعالى ﴿يظنون بالله غير الحق ظن الجاهلية يقولون هل لنا من الأمر من شيء قل إن الأمر كله لله...﴾ الآية 🔹باب ما جاء في منكري القدر 🎧 
130,AUD-20220201-WA0001.m4a,AUD-YYYYMMDD-WA,01/02/2022,YES,1983,01/02/2022,1443/06/28,25:20,,,التعليقات المختصرة,🔸[ #التعليقات_المختصرة ] 🔸 ◈ الدرس الرابع عشر : [◈التعليقات المختصرة على أبواب كتاب التوحيد ] 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 بتاريخ ❲١٤٤٣/٦/٢٨هـ❳ 🎙للإستماع إلى الصوتية : https://e.top4top.io/m_222342otg1.m4a 00:00 ـ──━━━━◉ 25:20 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅
131,AUD-20220201-WA0004.m4a,AUD-YYYYMMDD-WA,01/02/2022,YES,1985,01/02/2022,1443/06/29,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الواحد والخمسون - ٥١ - : #التعليق_على_شرح_كتاب_التوحيد للعلامة أحمد بن يحيى النجمي رحمه الله 🔹 باب ما جاء في المصورين 🔹 باب ما جاء في كثرة الحلف 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٩ جمادى الآخرة ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://c.top
132,AUD-20220215-WA0007.m4a,AUD-YYYYMMDD-WA,15/02/2022,YES,2019,16/02/2022,1443/07/15,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الأول : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٥ رجب ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://a.top4top.io/m_223841c9t1.m4a 🖥 رابط المشاهدة : 🔗 https:
133,AUD-20220219-WA0002.m4a,AUD-YYYYMMDD-WA,19/02/2022,YES,2033,19/02/2022,,19:53,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الثاني تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://g.top4top.io/m_2241i0kyl1.m4a 00:00 ـ──━━━━◉ 19:53 ا⇄ا ▷▷ I I ◁◁ ↻ رابط 
134,AUD-20220221-WA0001.m4a,AUD-YYYYMMDD-WA,21/02/2022,YES,2037,21/02/2022,,16:09,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الرابع تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://f.top4top.io/m_2243jet3v1.m4a 00:00 ـ──━━━━◉ 16:09 ا⇄ا ▷▷ I I ◁◁ ↻ رابط 
135,AUD-20220224-WA0008.m4a,AUD-YYYYMMDD-WA,24/02/2022,YES,2042,24/02/2022,,5:41,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس التاسع تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://e.top4top.io/m_2246mrvun1.m4a 00:00 ـ──━━━━◉ 5:41 ا⇄ا ▷▷ I I ◁◁ ↻ رابط ا
136,AUD-20220226-WA0005.m4a,AUD-YYYYMMDD-WA,26/02/2022,YES,2046,26/02/2022,,19:28,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الثاني عشر تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://g.top4top.io/m_2248tz65w1.m4a 00:00 ـ──━━━━◉ 19:28 ا⇄ا ▷▷ I I ◁◁ ↻ ر
137,AUD-20220302-WA0000.m4a,AUD-YYYYMMDD-WA,02/03/2022,YES,2050,02/03/2022,1443/07/28,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثاني : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٨ رجب ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://k.top4top.io/m_2252xq6u21.m4a 🖥 رابط المشاهدة : 🔗 https
138,AUD-20220310-WA0003.m4a,AUD-YYYYMMDD-WA,10/03/2022,YES,2060,10/03/2022,,7:35,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس العشرون تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://i.top4top.io/m_2260reelc1.m4a 00:00 ـ──━━━━◉ 7:35 ا⇄ا ▷▷ I I ◁◁ ↻ رابط 
139,AUD-20220310-WA0004.m4a,AUD-YYYYMMDD-WA,10/03/2022,YES,2062,10/03/2022,,10:57,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الواحد والعشرون تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://i.top4top.io/m_2260h5aax1.m4a 00:00 ـ──━━━━◉ 10:57 ا⇄ا ▷▷ I I ◁
140,AUD-20220310-WA0005.m4a,AUD-YYYYMMDD-WA,10/03/2022,YES,2064,10/03/2022,,13:34,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الثاني والعشرون تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://g.top4top.io/m_2260tdvtw1.m4a 00:00 ـ──━━━━◉ 13:34 ا⇄ا ▷▷ I I ◁
141,AUD-20220310-WA0006.m4a,AUD-YYYYMMDD-WA,10/03/2022,YES,2067,10/03/2022,,11:54,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الثامن والعشرون تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://d.top4top.io/m_22603skpm1.m4a 00:00 ـ──━━━━◉ 11:54 ا⇄ا ▷▷ I I ◁
142,AUD-20220312-WA0010.m4a,AUD-YYYYMMDD-WA,12/03/2022,YES,2076,13/03/2022,,11:40,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ] 🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس الواحد والثلاثون (الدرس الأول من كتاب الصلاة) تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://d.top4top.io/m_22624fkan1.m4a 00:
143,AUD-20220315-WA0014.m4a,AUD-YYYYMMDD-WA,15/03/2022,YES,2079,16/03/2022,1443/08/12,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثالث : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٢ شعبان ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://d.top4top.io/m_22655cxr71.m4a 🖥 رابط المشاهدة : 🔗 htt
144,AUD-20220322-WA0026.m4a,AUD-YYYYMMDD-WA,22/03/2022,YES,2092,23/03/2022,1443/08/19,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الرابع : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٩ شعبان ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://i.top4top.io/m_2274e6wms1.m4a 🖥 رابط المشاهدة : 🔗 📤 ر
145,AUD-20220330-WA0000.m4a,AUD-YYYYMMDD-WA,30/03/2022,YES,2110,04/04/2022,1443/08/26,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الخامس : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٦ شعبان ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://l.top4top.io/m_2284nfvvq1.m4a 🖥 رابط المشاهدة : 🔗 📤 ر
146,AUD-20220502-WA0030-[AudioTrimmer.com].m4a,AUD-YYYYMMDD-WA,02/05/2022,YES,2175,03/05/2022,1443/10/01,13:08,خطبة عيد,,#جديد_الخطب,🔸[ #جديد_الخطب ]🔸 ❒ [خطبة عيد الفطر لعام ١٤٤٣هـ] ❒ 🔸 لفضيلة الشيخ : حسن بن محمد منصور الدغريري حفظه الله 🔸 ☑ ❲١ شوال ١٤٤٣هـ❳ 🎙للإستماع إلى الصوتية : https://h.top4top.io/m_2313646tt1.m4a 00:00 ـ──━━━━◉ 13:08 ا⇄ا ▷▷ I I ◁◁ ↻ رابط القناة على التلجرام⇙ ╭─═┅┅┅┅┅┅┅═─╮ https://t.me/daririhasan/2175 ╰─═┅┅┅
147,AUD-20220511-WA0003.m4a,AUD-YYYYMMDD-WA,11/05/2022,YES,2184,11/05/2022,1443/10/09,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس السادس : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٩ شوال ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://e.top4top.io/m_2322pe8km1.m4a 🖥 رابط المشاهدة : 🔗 📤 راب
148,AUD-20220518-WA0003.m4a,AUD-YYYYMMDD-WA,18/05/2022,YES,2198,18/05/2022,1443/10/16,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس السابع : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٦ شوال ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://d.top4top.io/m_2329pbq8d1.m4a 🖥 رابط المشاهدة : 🔗 📤 را
149,AUD-20220525-WA0000.m4a,AUD-YYYYMMDD-WA,25/05/2022,YES,2217,25/05/2022,1443/10/23,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثامن : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٣ شوال ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://k.top4top.io/m_2336a9w6z1.m4a 🖥 رابط المشاهدة : 🔗 📤 را
150,AUD-20220601-WA0002.m4a,AUD-YYYYMMDD-WA,01/06/2022,YES,2226,02/06/2022,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس التاسع : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١ ذي القَعدة ١٤٤٣هـ 📲 رابط التحميل والاستماع : 🔗 https://h.top4top.io/m_2343r46nd1.m4a 🖥 رابط المشاهدة : 🔗
151,AUD-20220621-WA0000.m4a,AUD-YYYYMMDD-WA,21/06/2022,YES,2268,21/06/2022,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 قراءة وتعليق على #كتاب_الحج من #الأفنان_الندية_شرح_السبل_السوية في فقه السنن المروية للعلامة زيد بن هادي المدخلي رحمه الله 🔹الدرس التاسع 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://i.top4top.io/m_2362yy00w1.m4a 📆 لعام ١٤٤٣هـ / تتمة لد
152,AUD-20220704-WA0005.m4a,AUD-YYYYMMDD-WA,04/07/2022,YES,2282,04/07/2022,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 قراءة وتعليق على #كتاب_الحج من #الأفنان_الندية_شرح_السبل_السوية في فقه السنن المروية للعلامة زيد بن هادي المدخلي رحمه الله 🔹الدرس العاشر 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://e.top4top.io/m_23753vzum1.m4a 📆 لعام ١٤٤٣هـ / تتمة لد
153,AUD-20220721-WA0002.m4a,AUD-YYYYMMDD-WA,21/07/2022,YES,4748,14/10/2024,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 قراءة وتعليق على #كتاب_الحج من #الأفنان_الندية_شرح_السبل_السوية في فقه السنن المروية للعلامة زيد بن هادي المدخلي رحمه الله 🔹الدرس الرابع عشر 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://h.top4top.io/m_2393sfzo60.m4a 📆 لعام ١٤٤٣هـ / تتم
154,AUD-20220725-WA0004.m4a,AUD-YYYYMMDD-WA,25/07/2022,YES,4750,14/10/2024,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 قراءة وتعليق على #كتاب_الحج من #الأفنان_الندية_شرح_السبل_السوية في فقه السنن المروية للعلامة زيد بن هادي المدخلي رحمه الله 🔹الدرس السادس عشر 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://t.me/daririhasan/2306 📆 لعام ١٤٤٣هـ / تتمة لدروس 
155,AUD-20220726-WA0002.m4a,AUD-YYYYMMDD-WA,26/07/2022,YES,4752,14/10/2024,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 قراءة وتعليق على #كتاب_الحج من #الأفنان_الندية_شرح_السبل_السوية في فقه السنن المروية للعلامة زيد بن هادي المدخلي رحمه الله 🔹الدرس الثامن عشر والأخير 🎧 للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://t.me/daririhasan/2319 📆 لعام ١٤٤٣هـ / تتم
156,AUD-20220906-WA0004.m4a,AUD-YYYYMMDD-WA,06/09/2022,YES,2373,06/09/2022,,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس العاشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📲 رابط التحميل والاستماع : 🔗 https://e.top4top.io/m_2440hvp1k1.m4a 🖥 رابط المشاهدة : 🔗 📤 رابط القناة على التلجرام👇 🖇 
157,AUD-20220906-WA0006.m4a,AUD-YYYYMMDD-WA,06/09/2022,YES,2375,06/09/2022,1444/02/10,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الحادي عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٠ صفر ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://d.top4top.io/m_24409a7051.m4a 🖥 رابط المشاهدة : 🔗 📤
158,AUD-20220913-WA0008 (1).m4a,AUD-YYYYMMDD-WA,13/09/2022,YES,2394,14/09/2022,1444/02/17,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثاني عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١٧ صفر ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://a.top4top.io/m_2447y5fca1.m4a 🖥 رابط المشاهدة : 🔗 📤
159,AUD-20220920-WA0007.m4a,AUD-YYYYMMDD-WA,20/09/2022,YES,2404,21/09/2022,1444/02/24,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الثالث عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٤ صفر ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://l.top4top.io/m_24543km3w1.m4a 🖥 رابط المشاهدة : 🔗 📤
160,AUD-20220927-WA0001.m4a,AUD-YYYYMMDD-WA,27/09/2022,YES,2412,27/09/2022,1444/03/01,,,,جديد الدروس,📌 #جديد_الدروس : 📕 الدرس الرابع عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ١ ربيع الأول ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://d.top4top.io/m_2461zf5mx1.m4a 🖥 رابط المشاهدة
161,AUD-20221018-WA0021.m4a,AUD-YYYYMMDD-WA,18/10/2022,YES,2472,18/10/2022,1444/03/22,,,,جديد الدروس,🔗 📌 #جديد_الدروس : 📕 الدرس السادس عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية • الإيمان بالقدر للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٢ ربيع الأول ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://g.top4top.io/m_2482quwn70
162,AUD-20221025-WA0011.m4a,AUD-YYYYMMDD-WA,25/10/2022,YES,2507,25/10/2022,1444/03/29,,,,جديد الدروس,🔗 📌 #جديد_الدروس : 📕 الدرس السابع عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢٩ ربيع الأول ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://i.top4top.io/m_2489cwa0z0.m4a 🔗 📤 رابط الق
163,AUD-20221109-WA0016.m4a,AUD-YYYYMMDD-WA,09/11/2022,YES,2569,10/11/2022,1444/04/07,,,,جديد الدروس,🔗 📌 #جديد_الدروس : 📕 الدرس الثامن عشر : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٧ ربيع الآخر ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://i.top4top.io/m_2504cyvfe1.m4a 🔗 📤 رابط القن
164,AUD-20221116-WA0000.m4a,AUD-YYYYMMDD-WA,16/11/2022,YES,2601,16/11/2022,1444/04/21,,,,جديد الدروس,🔗 📌 #جديد_الدروس : 📕 الدرس التاسع عشر والأخير : #التعليقات_الأثرية_على_العقيدة_الواسطية للعلامة أحمد بن يحيى النجمي رحمه الله 🎤 القراءة والتعليق للشيخ الفاضل: #حسن_بن_محمد_منصور_الدغريري حفظه الله 📋 الثلاثاء ٢١ ربيع الآخر ١٤٤٤هـ 📲 رابط التحميل والاستماع : 🔗 https://f.top4top.io/m_2511xmpt91.m4a 🔗 📤 
165,AUD-20221213-WA0010.m4a,AUD-YYYYMMDD-WA,13/12/2022,YES,2690,14/12/2022,,30:51,,,إتمام المنة,‏🔸 [ القراءة والتعليق على كتاب #إتمام_المنة شرح أصول السنة للإمام أحمد ] 🔸 تأليف العلامة أحمد بن يحيى النجمي رحمه الله 🔹 الدرس الأول لفضيلة الشيخ حسن بن محمد منصور الدغريري -حفظه الله ورعاه- ☑ الثلاثاء ١٩ / ٥ / ١٤٤٤هـ 🎙للإستماع إلى الصوتية : https://e.top4top.io/m_2538wb5g51.m4a 00:00 ـ──━━◉ 30:51 ا
166,AUD-20221214-WA0007 (1).m4a,AUD-YYYYMMDD-WA,14/12/2022,YES,2693,15/12/2022,,40:30,عمدة الأحكام,,#التعليق_على_كتاب,🔸[ #التعليق_على_كتاب ]🔸 [◈ #تأسيس_الأحكام على ما صح من خير الأنام بشرح عمدة الأحكام] ◈ تأليف فضيلة الشيخ العلامة أحمد بن يحيى النجمي الدرس: الثاني والستون تعليق الشيخ حسن بن محمد منصور الدغريري حفظه الله 🎙للإستماع إلى الصوتية : https://d.top4top.io/m_2539y86q20.m4a 00:00 ـ──━━◉ 40:30 ا⇄ا ▷▷ I I ◁◁ ↻
